num_node,node_min_capacity,node_capacity,num_copy,strategy,total_capacity,num_stored,num_utilized_node,utilized_capacity,redundancy
12000,64,64,3,Vanilla,768000,80305,12000,240749,2.997933
12000,64,64,3,Vanilla,768000,70633,11996,211824,2.998938
12000,64,64,3,Vanilla,768000,84926,11999,254595,2.9978452
12000,64,64,3,Vanilla,768000,72400,11997,217087,2.9984393
12000,64,64,3,Vanilla,768000,88447,12000,265136,2.9976823
12000,64,64,3,Vanilla,768000,69412,11997,208142,2.9986458
12000,64,64,3,Vanilla,768000,66173,11999,198473,2.9993048
12000,64,64,3,Vanilla,768000,63018,11998,189004,2.9992065
12000,64,64,3,Vanilla,768000,94276,11999,282452,2.9960117
12000,64,64,3,Vanilla,768000,72691,11999,217880,2.997345
12000,64,64,3,Vanilla,768000,74614,11999,223628,2.9971318
12000,64,64,3,Vanilla,768000,77185,11996,231469,2.9988859
12000,64,64,3,Vanilla,768000,81045,11999,242896,2.997051
12000,64,64,3,Vanilla,768000,75265,11998,225719,2.9989903
12000,64,64,3,Vanilla,768000,81481,12000,244346,2.9988096
12000,64,64,3,Vanilla,768000,76007,12000,227845,2.9976845
12000,64,64,3,Vanilla,768000,74622,11997,223592,2.996328
12000,64,64,3,Vanilla,768000,84838,11998,254255,2.996947
12000,64,64,3,Vanilla,768000,85597,12000,256602,2.997792
12000,64,64,3,Vanilla,768000,76891,11997,230642,2.9995968
12000,64,64,3,Vanilla,768000,75542,11999,226390,2.996876
12000,64,64,3,Vanilla,768000,77363,12000,231931,2.9979577
12000,64,64,3,Vanilla,768000,73914,12000,221643,2.9986606
12000,64,64,3,Vanilla,768000,62762,11998,188237,2.9992192
12000,64,64,3,Vanilla,768000,70776,12000,212215,2.9984033
12000,64,64,3,Vanilla,768000,75838,12000,227354,2.9978902
12000,64,64,3,Vanilla,768000,74021,12000,221971,2.9987571
12000,64,64,3,Vanilla,768000,67934,11998,203762,2.999411
12000,64,64,3,Vanilla,768000,85876,11999,257392,2.9972517
12000,64,64,3,Vanilla,768000,80355,12000,240801,2.9967146
12000,64,64,3,Vanilla,768000,73270,11998,219685,2.9982939
12000,64,64,3,Vanilla,768000,79889,11999,239503,2.9979472
12000,64,64,3,Vanilla,768000,74610,11996,223680,2.9979897
12000,64,64,3,Vanilla,768000,77655,11999,232769,2.997476
12000,64,64,3,Vanilla,768000,70629,11998,211846,2.9994195
12000,64,64,3,Vanilla,768000,88592,12000,265490,2.9967718
12000,64,64,3,Vanilla,768000,71400,12000,214123,2.9989216
12000,64,64,3,Vanilla,768000,53711,11993,161100,2.9993856
12000,64,64,3,Vanilla,768000,58986,11996,176930,2.9995253
12000,64,64,3,Vanilla,768000,88700,12000,265850,2.9971814
12000,64,64,3,Vanilla,768000,75930,12000,227719,2.999065
12000,64,64,3,Vanilla,768000,82630,12000,247743,2.998221
12000,64,64,3,Vanilla,768000,72013,11999,215988,2.999292
12000,64,64,3,Vanilla,768000,80619,12000,241744,2.9985983
12000,64,64,3,Vanilla,768000,63477,11996,190392,2.9993856
12000,64,64,3,Vanilla,768000,76324,11998,228811,2.9978905
12000,64,64,3,Vanilla,768000,88157,12000,264178,2.9966764
12000,64,64,3,Vanilla,768000,88039,12000,263902,2.9975579
12000,64,64,3,Vanilla,768000,76349,11998,228967,2.9989522
12000,64,64,3,Vanilla,768000,65890,11998,197604,2.9989984
12000,16,64,3,TwoChoices,771983,118769,11997,335162,2.8219652
12000,16,64,3,TwoChoices,771190,141483,11999,390222,2.758084
12000,16,64,3,TwoChoices,773982,170287,12000,456276,2.679453
12000,16,64,3,TwoChoices,780067,153234,12000,416643,2.7189984
12000,16,64,3,TwoChoices,786242,130915,11995,366183,2.797105
